    
-1912.07066799 1 419  1
-1912.07066724 2 419  1
-1912.06113824 3 419  1
-1912.07063344 4 419  1
-1912.06481466 5 419  1
-1912.04344525 6 419  1
-1912.06711414 7 419  1
-1912.07066799 8 419  1
-1912.07061515 1 419  2
-1912.07059810 2 419  2
-1912.07056147 3 419  2
-1912.07061170 4 419  2
-1912.07062049 5 419  2
-1912.07060441 6 419  2
-1912.07062585 7 419  2
-1912.07062468 8 419  2
-1912.07062559 9 419  2
-1912.07062673 10 419  2
-1912.07062707 11 419  2
-1912.07062743 12 419  2
-1912.07062747 13 419  2
-1912.07062759 14 419  2
-1912.07062763 15 419  2
-1912.07062775 16 419  2
-1912.07062789 17 419  2
-1912.07062798 18 419  2
-1912.07062815 19 419  2
-1912.07062828 20 419  2
-1912.07062845 21 419  2
-1912.07062857 22 419  2
-1912.07062865 23 419  2
-1912.07062871 24 419  2
-1912.07062874 25 419  2
-1912.07062877 26 419  2
-1912.07062879 27 419  2
-1912.07062881 28 419  2
-1912.07050087 1 419  3
-1912.07051410 2 419  3
-1912.07051421 3 419  3
-1912.07051426 4 419  3
-1912.07051427 5 419  3
-1912.07051429 6 419  3
-1912.07031648 1 419  4
-1912.07033019 2 419  4
-1912.07033029 3 419  4
-1912.07033032 4 419  4
-1912.07033034 5 419  4
-1912.07006824 1 419  5
-1912.07008153 2 419  5
-1912.07008164 3 419  5
-1912.07008167 4 419  5
-1912.06975905 1 419  6
-1912.06977218 2 419  6
-1912.06977222 3 419  6
-1912.06977223 4 419  6
-1912.06939335 1 419  7
-1912.06940617 2 419  7
-1912.06940646 3 419  7
-1912.06940655 4 419  7
-1912.06940659 5 419  7
-1912.06940661 6 419  7
-1912.06897614 1 419  8
-1912.06898954 2 419  8
-1912.06898960 3 419  8
-1912.06898961 4 419  8
-1912.06851180 1 419  9
-1912.06852443 2 419  9
-1912.06852454 3 419  9
-1912.06800206 1 419  10
-1912.06801459 2 419  10
-1912.06801468 3 419  10
-1912.06801473 4 419  10
-1912.06801476 5 419  10
-1912.06801477 6 419  10
-1912.06801478 7 419  10
-1912.06801477 8 419  10
-1912.06745118 1 419  11
-1912.06746374 2 419  11
-1912.06746387 3 419  11
-1912.06746392 4 419  11
-1912.06746392 5 419  11
-1912.06746393 6 419  11
-1912.06686315 1 419  12
-1912.06687555 2 419  12
-1912.06687571 3 419  12
-1912.06687576 4 419  12
-1912.06624095 1 419  13
-1912.06625289 2 419  13
-1912.06625289 3 419  13
-1912.06625291 4 419  13
-1912.06558611 1 419  14
-1912.06559773 2 419  14
-1912.06559773 3 419  14
-1912.06490152 1 419  15
-1912.06491283 2 419  15
-1912.06491286 3 419  15
-1912.06418964 1 419  16
-1912.06420091 2 419  16
-1912.06420103 3 419  16
-1912.06420107 4 419  16
-1912.06345361 1 419  17
-1912.06346493 2 419  17
-1912.06346494 3 419  17
-1912.06269562 1 419  18
-1912.06270690 2 419  18
-1912.06270692 3 419  18
-1912.06191806 1 419  19
-1912.06192939 2 419  19
-1912.06192942 3 419  19
-1912.06112346 1 419  20
-1912.06113466 2 419  20
-1912.06113478 3 419  20
-1912.06113480 4 419  20
-1912.06031382 1 419  21
-1912.06032512 2 419  21
-1912.06032516 3 419  21
-1912.05949137 1 419  22
-1912.05950238 2 419  22
-1912.05950251 3 419  22
-1912.05865746 1 419  23
-1912.05866853 2 419  23
-1912.05866860 3 419  23
-1912.05866864 4 419  23
-1912.05781428 1 419  24
-1912.05782509 2 419  24
-1912.05782518 3 419  24
-1912.05782518 4 419  24
-1912.05696282 1 419  25
-1912.05697364 2 419  25
-1912.05697366 3 419  25
-1912.05610481 1 419  26
-1912.05611559 2 419  26
-1912.05611559 3 419  26
-1912.05524163 1 419  27
-1912.05525235 2 419  27
-1912.05525239 3 419  27
